ISBN,ISBN13 (Formatted),Author (SN/FN),Work Author on Cover,Work Cover Title,Work Sub Title,Edition Original Language,Edition Binding,Edition Discount Type,Published Price,Region Pricing: UK (UK),Region Pricing: Europe (EU),Edition Group Titles: Series,Edition Extent,Edition Illustration Details,Edition Format,Pub Date Year,Edition Group Titles: BISAC,Edition Territory,Group Code: BISAC/1,Group Code: BISAC/2,Group Code: BISAC/3,,,,
674991494,9780674991491,"Philostratus, ,Eunapius, ",Philostratus and Eunapius,Lives of the Sophists. Eunapius: Lives of the Philosophers and Sophists,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,640,Index,4-1/4 x 6-3/8,1921,"LITERARY CRITICISM / Ancient & Classical,BIOGRAPHY & AUTOBIOGRAPHY / Religious",World,LIT004190,BIO018000,,,,,
674985532,9780674985537,,Eugene Watson Burlingame,"Buddhist Legends: Translated from the Original Pali Text of the Dhammapada Commentary, Part 3",Translation of Books 13–26,,Hardback,,,,,Harvard Oriental Series,391,,,1921,RELIGION / General,World,REL000000,,,,,,
674990994,9780674990999,"Xenophon, ",Xenophon,"Hellenica, Volume II",Books 5-7,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,368,Index,4-1/4 x 6-3/8,1921,"PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,HIS002010,LIT004190,,,,
674991133,9780674991132,"Plutarch, ",Plutarch,"Lives, Volume X",Agis and Cleomenes. Tiberius and Gaius Gracchus. Philopoemen and Flamininus,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,416,Index,4-1/4 x 6-3/8,1921,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,LIT004190,,,,,
674991370,9780674991378,"Plato, ",Plato,Theaetetus. Sophist,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,480,Index,4-1/4 x 6-3/8,1921,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674991508,9780674991507,"Claudian, ",Claudian,Panegyric on Probinus and Olybrius. Against Rufinus 1 and 2. War against Gildo. Against Eutropius 1 and 2. Fescennine Verses on the Marriage of Honorius. Epithalamium  of Honorius and Maria. Panegyrics on the Third and Fourth Consulships of Honorius. Pane,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,432,none,4-1/4 x 6-3/8,1922,"POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,POE008000,HIS002020,LIT004190,,,,
674985540,9780674985544,,Albert Andrew Howard,Index Verborum,Stilique Eius Proprietatum Nonnullarum,,Hardback,,,,,,273,,,1922,HISTORY / General,World,HIS000000,,,,,,
674991486,9780674991484,"Livy, ",Livy,"History of Rome, Volume II",Books 3-4,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,480,"1 map, index",4-1/4 x 6-3/8,1922,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674991516,9780674991514,"Claudian, ",Claudian,On Stilicho's Consulship 2-3. Panegyric on the Sixth Consulship of Honorius. The Gothic War. Shorter Poems. Rape of Proserpina,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,432,Index,4-1/4 x 6-3/8,1922,"POETRY / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,POE008000,HIS002020,LIT004190,,,,
674991338,9780674991330,"Herodotus, ",Herodotus,"The Persian Wars, Volume III",Books 5-7,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,592,"3 maps, index",4-1/4 x 6-3/8,1922,"HISTORY / Ancient / Greece,HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,HIS002000,LIT004190,,,,
674990560,9780674990562,"Strabo, ",Strabo,"Geography, Volume II",Books 3-5,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,496,"3 maps, index",4-1/4 x 6-3/8,1923,"HISTORY / Historical Geography,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS052000,HIS002010,LIT004190,,,,
674991621,9780674991620,"Hippocrates, ",Hippocrates,"Ancient Medicine. Airs, Waters, Places. Epidemics 1 and 3. The Oath. Precepts. Nutriment",,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,432,none,4-1/4 x 6-3/8,1923,"MEDICAL / History,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,SCIENCE / History",World,MED039000,HIS002010,LIT004190,,,,
674991648,9780674991644,"Hippocrates, ",Hippocrates,Prognostic. Regimen in Acute Diseases. The Sacred Disease. The Art. Breaths. Law. Decorum. Physician (Ch. 1). Dentition,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,416,none,4-1/4 x 6-3/8,1923,"MEDICAL / History,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,SCIENCE / History",World,MED039000,HIS002010,LIT004190,,,,
674991737,9780674991736,"Julian, ",Julian,"Julian, Volume III",Letters. Epigrams. Against the Galilaeans. Fragments,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,528,"6 tables, index",4-1/4 x 6-3/8,1923,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674991702,9780674991705,"Cicero, ",Cicero,On Old Age. On Friendship. On Divination,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,576,Indexes,4-1/4 x 6-3/8,1923,"PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,HIS002020,LIT004190,,,,
674991745,9780674991743,"Cicero, ",Cicero,Pro Archia. Post Reditum in Senatu. Post Reditum ad Quirites. De Domo Sua. De Haruspicum Responsis. Pro Plancio,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,560,Index,4-1/4 x 6-3/8,1923,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674991877,9780674991873,"Thucydides, ",Thucydides,"History of the Peloponnesian War, Volume IV",Books 7-8. General Index,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,480,5 maps,4-1/4 x 6-3/8,1923,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,LIT004190,,,,,
674991729,9780674991729,"Aeneas Tacticus, ,Asclepiodotus, ,Onasander, ","Aeneas Tacticus, Asclepiodotus, and Onasander","Aeneas Tacticus, Asclepiodotus, and Onasander",,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,544,Index,4-1/4 x 6-3/8,1923,"LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece,HISTORY / Military / General",World,LIT004190,HIS002010,HIS027000,,,,
674991834,9780674991835,"Plato, ",Plato,Laches. Protagoras. Meno. Euthydemus,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,528,Index,4-1/4 x 6-3/8,1924,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674995791,9780674995796,"Homer, ",Homer,"Iliad, Volume I",Books 1-12,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,608,none,4-1/4 x 6-3/8,1924,"LITERARY CRITICISM / Ancient & Classical,LITERARY CRITICISM / Poetry,HISTORY / Ancient / Greece",World,LIT004190,LIT014000,HIS002010,,,,
674992016,9780674992016,"Strabo, ",Strabo,"Geography, Volume III",Books 6-7,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,416,"2 maps, index",4-1/4 x 6-3/8,1924,"HISTORY / Historical Geography,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS052000,HIS002010,LIT004190,,,,
674985435,9780674985438,"Arvin, Neil Cole",Neil Cole Arvin,"Eugène Scribe and the French Theatre, 1815-1860",,,Hardback,,,,,,268,,Other,1924,HISTORY / General,World,HIS000000,,,,,,
674991672,9780674991675,"Ovid, ",Ovid,Tristia. Ex Ponto,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,560,Index,4-1/4 x 6-3/8,1924,LITERARY CRITICISM / Ancient & Classical,World,LIT004190,,,,,,
674991915,9780674991910,"Procopius, ",Procopius,"History of the Wars, Volume IV",Books 6.16-7.35. (Gothic War),"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,496,"1 map, index",4-1/4 x 6-3/8,1924,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,LIT004190,,,,,
674991680,9780674991682,"Velleius Paterculus, ",Velleius Paterculus,Compendium of Roman History. Res Gestae Divi Augusti,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,464,Index,4-1/4 x 6-3/8,1924,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674985583,9780674985582,"Rich, Wesley Everett",Wesley Everett Rich,A History of the United States Post Office to the Year 1829,,,Hardback,,$0.00,,,Harvard Economic Studies,190,,,1924,HISTORY / United States / General,World,HIS036000,,,,,,
674992008,9780674992009,"Lucretius, ",Lucretius,On the Nature of Things,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,672,Index,4-1/4 x 6-3/8,1924,LITERARY CRITICISM / Ancient & Classical,World,LIT004190,,,,,,
674991907,9780674991903,"Livy, ",Livy,"History of Rome, Volume III",Books 5-7,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,544,"3 maps on 1 insert, index",4-1/4 x 6-3/8,1924,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674991931,9780674991934,"Dio Cassius, ",Dio Cassius,"Roman History, Volume VII",Books 56-60,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,464,Index,4-1/4 x 6-3/8,1924,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674991559,9780674991552,,David Magie,"Historia Augusta, Volume II: Caracalla. Geta. Opellius Macrinus. Diadumenianus. Elagabalus. Severus Alexander. The Two Maximini. The Three Gordians. Maximus and Balbinus",,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,528,none,4-1/4 x 6-3/8,1924,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674991230,9780674991231,"Tacitus, ",Tacitus,Histories,Books 1-3,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,512,2 maps,4-1/4 x 6-3/8,1925,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674992024,9780674992023,"Xenophon, ",Xenophon,Hiero. Agesilaus. Constitution of the Lacedaemonians. Ways and Means. Cavalry Commander. Art of Horsemanship. On Hunting. Constitution of the Athenians,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,576,Index,4-1/4 x 6-3/8,1925,"PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,HIS002010,LIT004190,,,,
674991796,9780674991798,"Lucian, ",Lucian,Anacharsis or Athletics. Menippus or The Descent into Hades. On Funerals. A Professor of Public Speaking. Alexander the False Prophet. Essays in Portraiture. Essays in Portraiture Defended. The Goddesse of Surrye,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,432,Index,4-1/4 x 6-3/8,1925,LITERARY CRITICISM / Ancient & Classical,World,LIT004190,,,,,,
674985524,9780674985520,"Brightman, Edgar Sheffield",Edgar Sheffield Brightman,Immortality in Post-Kantian Idealism,,,Hardback,,,,,Ingersoll Lectures,66,,Other,1925,PHILOSOPHY / General,World,PHI000000,,,,,,
674995805,9780674995802,"Homer, ",Homer,"Iliad, Volume II",Books 13-24,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,672,Index,4-1/4 x 6-3/8,1925,"LITERARY CRITICISM / Ancient & Classical,LITERARY CRITICISM / Poetry,HISTORY / Ancient / Greece",World,LIT004190,LIT014000,HIS002010,,,,
674991923,9780674991927,"Frontinus, ",Frontinus,Stratagems. Aqueducts of Rome,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,544,"3 maps, 4 halftones, 4 tables, index",4-1/4 x 6-3/8,1925,"HISTORY / Ancient / Rome,HISTORY / Military / General,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,HIS027000,LIT004190,,,,
674012623,9780674012622,"Scarborough, Dorothy",Dorothy Scarborough,On the Trail of Negro Folk-Songs,,,Hardback,Short,$116.50,£93.95,€105.00,,300,104 musical examples,Other,1925,"MUSIC / Genres & Styles / Folk & Traditional,LITERARY CRITICISM / American / African American,SOCIAL SCIENCE / Ethnic Studies / African American Studies",World,MUS017000,LIT004040,SOC001000,,,,
674991826,9780674991828,"Plato, ",Plato,Statesman. Philebus. Ion,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,480,Index,4-1/4 x 6-3/8,1925,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674990862,9780674990869,"Seneca, ",Seneca,"Epistles, Volume III",Epistles 93-124,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,480,Indexes,4-1/4 x 6-3/8,1925,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674991451,9780674991453,"Epictetus, ",Epictetus,"Discourses, Books 1-2",,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,480,Index,4-1/4 x 6-3/8,1925,"PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,HIS002010,LIT004190,,,,
674012615,9780674012615,,John Harrington Cox,Folk-Songs of the South,Collected under the Auspices of the West Virginia Folk-Lore Society,,Hardback,Short,$139.00,£111.95,€125.00,,588,"8 halftones, 1 map",Other,1925,MUSIC / Genres & Styles / Folk & Traditional,World,MUS017000,,,,,,
674991346,9780674991347,"Herodotus, ",Herodotus,"The Persian Wars, Volume IV",Books 8-9,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,432,"2 maps, index",4-1/4 x 6-3/8,1925,"HISTORY / Ancient / Greece,HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,HIS002000,LIT004190,,,,
674991842,9780674991842,"Plato, ",Plato,Lysis. Symposium. Gorgias,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,560,Index,4-1/4 x 6-3/8,1925,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674991958,9780674991958,"Dio Cassius, ",Dio Cassius,"Roman History, Volume VIII",Books 61-70,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,496,Index,4-1/4 x 6-3/8,1925,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674992040,9780674992047,"Diogenes Laertius, ",Diogenes Laertius,"Lives of Eminent Philosophers, Volume II",Books 6-10,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,720,Indexes,4-1/4 x 6-3/8,1925,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,LIT004190,,,,,
674992032,9780674992030,"Diogenes Laertius, ",Diogenes Laertius,"Lives of Eminent Philosophers, Volume I",Books 1-5,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,592,none,4-1/4 x 6-3/8,1925,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,LIT004190,,,,,
674991710,9780674991712,"Demosthenes, ",Demosthenes,"Orations, Volume II","Orations 18-19: De Corona, De Falsa Legatione","Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,496,Index,4-1/4 x 6-3/8,1926,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,LIT004190,,,,,
674992121,9780674992122,"Aristotle, ",Aristotle,Art of Rhetoric,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,544,"Glossary, indexes",4-1/4 x 6-3/8,1926,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674985559,9780674985551,"Luce, Robert",Robert Luce,"Congress, An Explanation",,,Hardback,,,,,The Godkin Lectures on the Essentials of Free Government and the Duties of the Citizen,154,,,1926,POLITICAL SCIENCE / General,World,POL000000,,,,,,
674991699,9780674991699,"Eusebius, ",Eusebius,"Ecclesiastical History, Volume I",Books 1-5,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,592,none,4-1/4 x 6-3/8,1926,"LITERARY CRITICISM / Ancient & Classical,RELIGION / Christianity / History",World,LIT004190,REL015000,,,,,
674992148,9780674992146,"Horace, ",Horace,Satires. Epistles. The Art of Poetry,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,544,Indexes,4-1/4 x 6-3/8,1926,"POETRY / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,POE008000,LIT004190,,,,,
674991850,9780674991859,"Plato, ",Plato,Cratylus. Parmenides. Greater Hippias. Lesser Hippias,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,496,Index,4-1/4 x 6-3/8,1926,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674992067,9780674992061,"Plato, ",Plato,"Laws, Volume I",Books 1-6,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,528,none,4-1/4 x 6-3/8,1926,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674992091,9780674992092,"Basil, ",Basil,"Letters, Volume I: Letters 1-58",,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,432,Index,4-1/4 x 6-3/8,1926,"HISTORY / Ancient / Greece,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,REL015000,LIT004190,,,,
674992075,9780674992078,"Pausanias, ",Pausanias,"Description of Greece, Volume II","Books 3-5  (Laconia, Messenia, Elis 1)","Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,560,none,4-1/4 x 6-3/8,1926,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,LIT004190,,,,,
674992059,9780674992054,"Josephus, ",Josephus,The Life. Against Apion,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,448,"1 map, indexes",4-1/4 x 6-3/8,1926,"HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,HIS022000,LIT004190,,,,
674992113,9780674992115,"Plato, ",Plato,"Laws, Volume II",Books 7-12,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,592,Index,4-1/4 x 6-3/8,1926,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674990811,9780674990814,"Aristotle, ",Aristotle,Nicomachean Ethics,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,688,Index,4-1/4 x 6-3/8,1926,"PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical",World,PHI002000,LIT004190,,,,,
674991141,9780674991149,"Plutarch, ",Plutarch,"Lives, Volume XI",Aratus. Artaxerxes. Galba. Otho. General Index,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,512,Index,4-1/4 x 6-3/8,1926,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,LIT004190,,,,,
674992105,9780674992108,"Livy, ",Livy,"History of Rome, Volume IV",Books 8-10,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,592,"2 maps, index",4-1/4 x 6-3/8,1926,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674995368,9780674995369,"Josephus, ",Josephus,"The Jewish War, Volume II",Books 3-4,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,368,3 maps on mock inserts,4-1/4 x 6-3/8,1927,"HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,HIS022000,LIT004190,,,,
674995686,9780674995680,"Josephus, ",Josephus,"The Jewish War, Volume I",Books 1-2,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,624,"3 maps, 1 genealogical chart on insert",4-1/4 x 6-3/8,1927,"HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,HIS022000,LIT004190,,,,
674992229,9780674992221,"Isaeus, ",Isaeus,Isaeus,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,512,Index,4-1/4 x 6-3/8,1927,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical",World,HIS002010,LIT004190,,,,,
674991966,9780674991965,"Dio Cassius, ",Dio Cassius,"Roman History, Volume IX",Books 71-80,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,592,General index,4-1/4 x 6-3/8,1927,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
674992180,9780674992184,"Cicero, ",Cicero,Pro Lege Manilia. Pro Caecina. Pro Cluentio. Pro Rabirio Perduellionis Reo,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,512,"4 tables, index",4-1/4 x 6-3/8,1927,"HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical",World,HIS002020,LIT004190,,,,,
